,Name,Company,City,Ratings,Summary,Date
1282,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1283,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1284,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1285,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1286,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1287,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1288,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1289,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1290,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1291,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1292,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1293,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1294,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1295,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1296,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1297,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1298,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1299,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
1300,VP of Software Engineering,Astra,"Alameda, CA",4.1,"Collaborate: with your end users – our development engineering teams that use our software systems to identify gaps between software, design, and manufacturing.",29 days ago
1301,Senior Software Engineer - Advanced Analytics,Exabeam,"Foster City, CA",3.0,"With the modular Exabeam Security Management Platform, analysts can collect unlimited log data, use behavioral analytics to detect attacks, and automate…",30+ days ago
1302,Lead Android Engineer,Unusual Ventures,"San Francisco, CA",NaN,"Ability to recognize the right tool for the right situation/problem.
Expert at developing and debugging software.
Actively contributed to open source software.",19 days ago
1303,"Senior Software Engineer, Meta, Science",Chan Zuckerberg Initiative,"Redwood City, CA",4.8,"Amazon Web Services (AWS) or similar cloud providers.
Experience with a scripting language such as Bash & python.
8+ years relevant coding experience.",3 days ago
1304,"Sr. Software Engineer, Rendering",Ditto Technologies,"Oakland, CA",5.0,"You will implement complex software in accordance with project requirements, technical designs, and industry best practices.
This role can be 100% remote.",30+ days ago
1305,Gameplay Network Engineer,Ubisoft,"San Francisco, CA 94107 (South Beach area)",3.9,"With a song library of over 1,500 songs and 9 years of support the Rocksmith franchise helped millions of players around the world on their musical journey.",9 days ago
1306,Staff Software Engineer,wepay,"Redwood City, CA (Downtown area)",4.3,Our products help software companies integrate payments into their applications – thereby empowering small businesses and individuals to get paid easily and…,30+ days ago
1307,Android Engineer,Grand Rounds,"San Francisco, CA",3.4,"Participate in Engineering Demo Days where engineers highlight progress made in the last iteration.
You will closely partner with our Product and Design teams…",30+ days ago
1308,Senior Software Engineer,Lambda,"San Francisco, CA",4.4,"Experience that's great to have.
Self-directed in your learning and execution attitude.
Our research papers have been accepted into the top machine learning and…",30+ days ago
1309,Senior Software Engineer - Android,TeamForce Technology,"San Francisco, CA",NaN,"Driving new features from end-to-end though prototyping, validation, implementation, launch, and continuous iteration.
401k Plan with Employer Contributions.",30+ days ago
1310,Software Quality Engineer - SDET/Automation(Senior/Lead),Salesforce,"San Francisco, CA 94105 (South Beach area)",4.3,"A minimum of 5 years of software engineering, quality assurance/engineering, usability, or business analysis experience.
Grasp of Object Oriented Programming.",22 days ago
1311,"Gameplay Software Engineer, WWE2K",Visual Concepts,"Novato, CA",4.2,"High proficiency in C++ object oriented programming.
The Gameplay Software Engineer will have a specific passion and aptitude for visualizing, implementing and…",30+ days ago
1312,Senior Software Engineer,Cargotec,"Oakland, CA",3.6,"Highly experienced with software development processes, and in particular, software design and unit/integration testing using JUnit.",16 days ago
1313,Senior C/C++ Software Engineer,Breker Verification Systems,"San Francisco Bay Area, CA",NaN,"Excellent understanding of software design concepts, including object-oriented design and patterns.
Your day-to-day work will also include participating in…",30+ days ago
1314,Senior Software Engineer - Backend,Databricks,"San Francisco, CA (South Beach area)",NaN,"Compute Fabric: Build the resource management infrastructure powering all the big data and machine learning workloads on the Databricks platform in a robust,…",12 days ago
